Year,Stand,Trapno,ABAM,ABLA,CANO,PSME,THPL,TSHE,TSME,Notes
2011,TB13,5,0,0,0,0,0,0,0,
2011,TB13,6,0,0,0,0,0,0,0,
2011,TO04,1,0,0,0,0,0,0,0,
2011,TO04,2,0,0,0,0,0,0,0,
2011,TO04,3,0,0,0,0,0,0,0,
2011,TO04,4,0,0,0,0,0,1,0,
2011,TO04,5,0,0,0,0,0,0,0,
2011,TO04,6,0,0,0,0,1,0,0,
2011,TO11,1,0,0,0,0,0,0,0,
2011,TO11,2,0,0,0,0,0,0,0,
2011,TO11,3,0,0,0,0,0,0,0,
2011,TO11,4,0,0,0,0,0,0,0,
2011,TO11,5,0,0,0,0,0,0,0,
2011,TO11,6,0,0,0,0,0,0,0,
