Year,Stand,Trapno,ABAM,ABLA,CANO,PSME,THPL,TSHE,TSME,Notes
2013,PARA,2,0,0,0,0,0,0,0,
2013,PARA,3,0,0,0,0,0,0,0,"branch on mesh, mesh slightly off."
2013,PARA,4,0,0,0,0,0,0,0,"taped hole in mesh, basket bent slightly."
2013,PARA,5,0,0,0,0,0,0,0,"basket bent on one side, not borken,"
2013,PARA,6,0,0,0,0,0,0,0,branch on wire.
2013,PP17,1,0,0,0,0,0,0,0,
2013,PP17,2,0,0,0,0,0,0,0,
2013,PP17,3,0,0,0,0,0,0,0,
2013,PP17,4,0,0,0,0,0,0,0,
2013,PP17,5,0,0,0,0,0,0,0,
2013,PP17,6,0,0,0,0,0,0,0,
2013,SPRY,1,0,0,0,0,0,0,0,
2013,SPRY,2,0,0,0,0,0,0,0,
2013,SPRY,3,0,0,0,0,0,0,0,
2013,SPRY,4,0,0,0,0,0,0,0,
2013,SPRY,5,0,0,0,0,0,0,0,
2013,SPRY,6,0,0,0,0,0,0,0,
2013,SUNR,1,0,0,0,0,0,0,0,
2013,SUNR,2,0,0,0,0,0,0,0,
2013,SUNR,3,0,0,0,0,0,0,0,Basket cracked.
2013,SUNR,4,0,0,0,0,0,0,0,
2013,SUNR,5,0,0,0,0,0,0,0,
2013,SUNR,6,0,0,0,0,0,0,0,
2013,TA01,1,0,0,0,0,0,0,0,
2013,TA01,2,0,0,0,0,0,0,0,
2013,TA01,3,0,0,0,0,0,0,0,
2013,TA01,4,0,0,0,0,0,0,0,
2013,TA01,5,0,0,0,0,0,0,0,
2013,TA01,6,0,0,0,0,0,0,0,
2013,TB13,1,0,0,0,0,0,0,0,"lid party off, but trap ok"
2013,TB13,2,0,0,0,0,0,0,0,
2013,TB13,3,0,0,0,0,0,0,0,
2013,TB13,4,0,0,0,0,0,0,0,
2013,TB13,5,0,0,0,0,0,0,0,
2013,TB13,6,0,0,0,0,0,0,0,
2013,TO04,1,0,0,0,0,0,0,0,
2013,TO04,2,0,0,0,0,0,0,0,
2013,TO04,3,0,0,0,0,0,0,0,
2013,TO04,4,0,0,0,0,0,0,0,
2013,TO04,5,0,0,0,0,0,0,0,
2013,TO04,6,0,0,0,0,0,0,0,
2013,TO11,1,0,0,0,0,0,0,0,
2013,TO11,2,0,0,0,0,0,0,0,
2013,TO11,3,0,0,0,0,0,0,0,
2013,TO11,4,0,0,0,0,0,0,0,
2013,TO11,5,0,0,0,0,0,0,0,
2013,TO11,6,0,0,0,0,0,0,0,
