Year,Stand,Trapno,ABAM,ABLA,CANO,PSME,THPL,TSHE,TSME,Notes
2012,TB13,2,0,0,0,0,0,0,0,
2012,TB13,3,0,0,0,0,0,0,0,
2012,TB13,4,0,0,0,0,0,0,0,
2012,TB13,5,0,0,0,0,0,0,0,
2012,TB13,6,0,0,0,0,0,1,0,
2012,TO04,1,0,0,0,0,0,0,0,
2012,TO04,2,0,0,0,0,1,2,0,
2012,TO04,3,0,0,0,0,0,3,0,
2012,TO04,4,0,0,0,0,0,2,0,
2012,TO04,5,0,0,0,0,0,0,0,
2012,TO04,6,0,0,0,0,0,1,0,
2012,TO11,1,NA,NA,NA,NA,NA,NA,NA,No datasheet
2012,TO11,2,NA,NA,NA,NA,NA,NA,NA,No datasheet
2012,TO11,3,NA,NA,NA,NA,NA,NA,NA,No datasheet
2012,TO11,4,NA,NA,NA,NA,NA,NA,NA,No datasheet
2012,TO11,5,NA,NA,NA,NA,NA,NA,NA,No datasheet
2012,TO11,6,NA,NA,NA,NA,NA,NA,NA,No datasheet
